name,DA,DB,DC,DD,DE,SDA,SDB,SDC,SDD,UI,WW,DA,DC,DD,SDA,SDB,SDC,SDD,UI,WW,lineage
Tessaracoccus,0.04379,0.01372,0.0197,0.0352,0.006811,0.02203,0.04446,0.06158,0.01975,0.0179,0.02167,0.02407,0.02226,0.02952,0.02788,0.02482,0.03208,0.01681,0.01824,0.05584,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae
Microlunatus,0.003128,0.002018,0.001121,0.002678,NA,0.0008472,0.002936,0.001521,0.001394,0.003442,0.0009286,0.00233,0.002919,0.003355,0.001507,0.002538,0.003156,0.000391,0.0006633,0.003374,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae
Propionibacterium,0.003368,0.001614,0.001922,0.006122,0.001202,0.0008472,0.0008389,0.003801,0.002091,0.003442,0.002167,0.002718,NA,0.002684,0.003391,0.002538,0.001578,0.005865,0.002321,0.004892,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae
Acidipropionibacterium,0.02647,0.01009,0.01649,0.01645,0.005609,0.01017,0.02957,0.03523,0.008133,0.01101,0.01052,0.02058,0.01022,0.01946,0.0162,0.01495,0.01578,0.01799,0.008623,0.03155,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae
Cutibacterium,0.005774,0.001211,0.004003,0.002296,0.002003,0.002372,0.008389,0.009123,0.003021,NA,0.004024,0.004271,0.004014,0.005033,0.003014,0.004512,0.004733,0.002737,0.002321,0.006242,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae
Amycolatopsis,0.2223,0.08475,0.1795,0.1201,0.07092,0.1654,0.3144,0.3391,0.09666,0.1749,0.08079,0.2543,0.2106,0.2526,0.2475,0.2504,0.2929,0.1986,0.129,0.219,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae
Pseudonocardia,0.4338,0.1969,0.298,0.1852,0.127,0.2689,0.5319,0.5472,0.1608,0.3118,0.09843,0.3821,0.2927,0.4211,0.3767,0.3948,0.4618,0.3206,0.2103,0.3907,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae
Saccharomonospora,0.04307,0.0222,0.03635,0.0287,0.01923,0.03287,0.06921,0.07502,0.02184,0.03442,0.02074,0.04543,0.03686,0.04664,0.0535,0.04315,0.05522,0.04184,0.02156,0.04808,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae
Actinoalloteichus,0.1554,0.05852,0.1265,0.0815,0.06611,0.1057,0.1942,0.1858,0.07505,0.1101,0.06531,0.1584,0.1182,0.1493,0.1386,0.1545,0.2335,0.1443,0.1008,0.1508,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae
Actinosynnema,0.2425,0.07708,0.1981,0.09795,0.08294,0.1728,0.3072,0.3312,0.089,0.1638,0.0616,0.2458,0.2022,0.2352,0.2411,0.3136,0.2914,0.1736,0.1207,0.2321,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae
Micromonospora,0.7865,0.2938,0.5925,0.3899,0.3085,0.6034,1.052,1.06,0.4213,0.4364,0.243,1.664,1.167,1.189,1.1,1.104,1.384,0.8457,0.4534,0.7904,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae
Actinoplanes,0.3643,0.1453,0.3164,0.1561,0.1615,0.2664,0.5201,0.5076,0.1768,0.2554,0.1046,0.4838,0.3324,0.4076,0.4193,0.5494,0.4434,0.2733,0.2073,0.3641,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae
Plantactinospora,0.2317,0.0787,0.1614,0.07844,0.1094,0.1659,0.2859,0.2656,0.1106,0.1439,0.06222,0.4162,0.3292,0.3268,0.3251,0.3243,0.4623,0.21,0.1366,0.2168,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae
Salinispora,0.01155,0.006861,0.008327,0.006505,0.002404,0.00932,0.01971,0.01749,0.007203,0.01033,0.00681,0.0167,0.01861,0.01409,0.01695,0.01692,0.02104,0.008211,0.008954,0.01485,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae
Streptosporangium,0.04523,0.03229,0.02866,0.02449,0.01963,0.03338,0.0648,0.06893,0.01998,0.02134,0.01424,0.1068,0.06423,0.07482,0.05726,0.0533,0.07941,0.03753,0.02288,0.03593,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae
Nocardiopsis,0.0154,0.0109,0.01185,0.01531,0.004407,0.01305,0.02831,0.03168,0.00883,0.01308,0.007738,0.01475,0.0146,0.01778,0.01658,0.02313,0.0263,0.0129,0.007628,0.02058,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae
Frankia,0.1386,0.04116,0.1012,0.1041,0.03446,0.09743,0.2278,0.243,0.0632,0.06815,0.04364,0.1309,0.1255,0.1412,0.1571,0.1379,0.1641,0.09188,0.06467,0.1527,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae
Actinomyces,0.07218,0.02462,0.05909,0.08801,0.01482,0.04355,0.1118,0.1247,0.02974,0.06058,0.04303,0.06174,0.05218,0.05737,0.06291,0.06656,0.07994,0.05591,0.03847,0.08435,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae
Arcanobacterium,0.0004812,0.001211,0.0004804,0.005739,0.0008013,NA,0.001678,0.0005069,0.0009295,0.001377,0.00681,0.001553,0.002554,0.002684,0.003767,0.001974,0.002104,0.001955,0.001658,0.004218,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae
Bifidobacterium,0.09167,0.06982,0.09848,0.1611,0.1422,0.07032,0.1349,0.1346,0.1482,0.09706,0.1328,0.1192,0.1263,0.103,0.1175,0.1193,0.1551,0.1396,0.1025,0.1485,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae
Jiangella,0.09022,0.04278,0.05653,0.05969,0.02244,0.05473,0.1307,0.1495,0.0309,0.0358,0.02786,0.08037,0.077,0.08253,0.08929,0.07614,0.08941,0.05435,0.03549,0.08435,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Jiangellales>Jiangellaceae
Nakamurella,0.005534,0.001211,0.003683,0.002678,0.002404,0.002542,0.00776,0.005829,0.002324,0.003442,0.001238,0.006601,0.004379,0.005704,0.007158,0.002256,0.004207,0.003519,0.001658,0.004724,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales>Nakamurellaceae
Gordonibacter,0.04114,0.01735,0.03955,0.009948,0.02444,0.03338,0.05851,0.05449,0.02254,0.01652,0.01052,0.0365,0.03248,0.03053,0.02373,0.03215,0.03787,0.02072,0.02321,0.04488,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae
Eggerthella,0.0007218,0.001614,0.0004804,0.0007653,0.001603,0.002881,0.0002097,0.0007603,0.0004647,0.00413,NA,0.001553,0.00146,0.001342,0.001884,0.002256,0.0005259,0.000391,0.002321,0.001856,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae
Olsenella,0.01251,0.008879,0.01489,0.005357,0.003205,0.008133,0.01741,0.01394,0.01278,0.008261,0.009286,0.01359,0.01241,0.01577,0.01356,0.01805,0.01578,0.008993,0.01194,0.01738,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae
Rubrobacter,0.01395,0.006054,0.01041,0.003826,0.006811,0.004406,0.01783,0.01673,0.00395,0.008949,0.003095,0.01398,0.0146,0.008723,0.01469,0.01438,0.0142,0.008211,0.002653,0.01417,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae
Anabaena,0.00794,0.001211,0.0197,0.003444,0.002404,0.001864,0.001888,0.004815,0.006274,1.697,0.008667,0.002718,0.02627,0.005033,0.005274,0.004794,0.009993,0.009384,0.01028,0.00776,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae
Nostoc,0.04619,0.04197,0.1323,0.07614,0.0597,0.03745,0.0346,0.09757,0.08133,0.8639,0.07336,0.04854,0.08174,0.05435,0.06178,0.07332,0.223,0.1959,0.1509,0.1309,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae
Trichormus,NA,NA,0.0001601,NA,NA,NA,NA,0.0002534,NA,0.003442,NA,NA,NA,NA,NA,NA,NA,0.000391,0.0003316,0.0001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae
Calothrix,0.04788,0.04964,0.1518,0.08609,0.03486,0.03101,0.03922,0.09174,0.1271,0.3717,0.05386,0.0497,0.06277,0.04093,0.04898,0.07248,0.1378,0.0997,0.1197,0.1734,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae
Fischerella,0.001684,0.002825,0.007366,0.0003826,0.0008013,0.001525,0.001678,0.006843,0.006739,0.0592,0.0065,0.0007766,0.003649,0.001678,0.00226,0.003384,0.01788,0.00391,0.01128,0.006748,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Hapalosiphonaceae
Scytonema,0.01131,0.01291,0.03155,0.02372,0.004407,0.007625,0.009228,0.01698,0.04926,0.1432,0.01362,0.00893,0.009123,0.009059,0.01356,0.01579,0.04102,0.02541,0.02355,0.02531,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Scytonemataceae
Microcystis,0.0154,0.008879,0.06598,0.00727,0.01603,0.01356,0.01216,0.02053,0.06134,0.2781,0.01981,0.007377,0.02372,0.01376,0.02147,0.01805,0.03734,0.03128,0.03383,0.04285,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae
Geminocystis,0.00818,0.008475,0.01617,0.003826,0.01322,0.005761,0.004824,0.03852,0.01046,0.04475,0.007119,0.01126,0.01022,0.005704,0.01243,0.008742,0.03208,0.01877,0.03084,0.01501,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Chroococcaceae
Arthrospira,0.01299,0.01776,0.06742,0.03405,0.05329,0.01305,0.01426,0.07907,0.03555,0.1625,0.04426,0.01786,0.0281,0.01745,0.04445,0.03553,0.09467,0.04105,0.07628,0.04622,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Microcoleaceae
Oscillatoria,NA,NA,0.0003203,NA,NA,NA,NA,NA,0.0004647,NA,0.0003095,NA,0.0007299,0.000671,NA,0.00141,0.005785,NA,0.0003316,0.0001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae
Cyanothece,0.01877,0.01211,0.06502,0.05166,0.02765,0.0122,0.009018,0.05221,0.02951,0.1294,0.0421,0.01631,0.02518,0.01275,0.03466,0.03215,0.05838,0.05044,0.05605,0.03745,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Cyanothecaceae
Synechococcus,0.08589,0.07062,0.2007,0.09757,0.111,0.07032,0.1044,0.1695,0.1833,0.3277,0.1641,0.08853,0.1058,0.1352,0.107,0.1108,0.4944,0.14,0.4563,0.2318,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae
Cyanobium,0.004331,0.001211,0.01009,NA,0.003205,0.004067,0.00776,0.01039,0.002091,0.006884,0.008048,0.003495,0.006934,0.02751,0.004898,0.00423,0.1047,0.002737,0.06566,0.02531,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae
Thermosynechococcus,0.006015,0.01009,0.01281,0.009183,0.0004007,0.003389,0.002726,0.003295,0.007203,0.007572,0.007119,0.006213,0.01095,0.006375,0.004898,0.009589,0.009993,0.004301,0.01526,0.008266,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae
Prochlorococcus,0.01756,0.0452,0.05637,0.01684,0.04207,0.008811,0.005033,0.09047,0.0402,0.1879,0.06748,0.01592,0.0343,0.01946,0.05274,0.03638,0.07731,0.06529,0.1104,0.05432,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae
Leptolyngbya,0.001203,0.003229,0.004644,0.001913,0.004407,0.001864,0.001888,0.004815,0.001859,0.007572,0.001857,0.004659,0.002554,0.005368,0.02185,0.01015,0.02051,0.02268,0.01492,0.004555,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae
Synechocystis,0.02526,0.02341,0.07815,0.02564,0.03085,0.01271,0.01384,0.1052,0.0409,0.181,0.026,0.01514,0.01861,0.01543,0.03428,0.0282,0.06259,0.03558,0.07097,0.0361,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Merismopediaceae
Stanieria,0.004571,0.005246,0.01874,0.006887,0.007612,0.004406,0.002097,0.01673,0.01185,0.05576,0.009596,0.004271,0.009853,0.007381,0.01695,0.007332,0.02735,0.01447,0.02222,0.01451,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Pleurocapsales>Dermocarpellaceae
Gloeobacter,0.004812,0.004036,0.01858,0.002296,0.001603,0.002542,0.006711,0.01394,0.004183,0.115,0.008977,0.009707,0.009488,0.006375,0.008665,0.009589,0.0142,0.01955,0.0126,0.008604,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Gloeobacteria>Gloeobacterales>Gloeobacteraceae
Bacillus,0.2805,0.8753,0.2682,0.3172,0.5064,0.4973,0.2848,0.2187,0.402,0.2678,0.3439,0.5618,0.693,0.5345,0.4807,0.456,0.7337,0.4989,0.4192,0.314,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Virgibacillus,0.008902,0.01856,0.01521,0.01837,0.007212,0.01118,0.006711,0.006589,0.007203,0.02616,0.02414,0.01514,0.02263,0.007717,0.01582,0.01551,0.02998,0.02893,0.02719,0.02412,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Lysinibacillus,0.01901,0.04359,0.02114,0.03941,0.01923,0.02016,0.01279,0.0147,0.03904,0.0296,0.03591,0.02097,0.04562,0.02617,0.0226,0.02905,0.03839,0.04301,0.04577,0.03695,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Geobacillus,0.07843,0.05408,0.09304,0.06658,0.2192,0.06981,0.0906,0.09732,0.06506,0.06333,0.0811,0.06989,0.07007,0.0624,0.07497,0.09589,0.1157,0.08406,0.1012,0.1193,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Anoxybacillus,0.03392,0.03955,0.04372,0.06734,0.03766,0.0222,0.0172,0.01647,0.02463,0.03304,0.0421,0.03456,0.03868,0.02516,0.02939,0.03356,0.0405,0.04223,0.0514,0.0383,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Oceanobacillus,0.001444,0.006457,0.003043,0.003061,0.001603,0.001356,0.001049,0.004055,0.002788,0.006884,0.003095,0.003495,0.005109,0.00302,0.001507,0.003102,0.003156,0.009384,0.002985,0.001856,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Fictibacillus,0.001203,0.001614,0.0003203,0.002296,0.0004007,0.001186,0.001888,0.002534,0.0006971,0.0006884,0.001857,0.002718,0.002554,0.001342,0.001884,0.003102,0.001052,0.002346,0.001327,0.001856,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Halobacillus,0.0009624,0.0004036,0.0003203,NA,NA,0.0006778,0.0006292,NA,0.0004647,NA,0.0003095,0.0007766,0.0003649,0.0003355,0.0007535,0.000282,0.0005259,NA,NA,NA,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Parageobacillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0009286,NA,NA,NA,NA,0.000282,NA,NA,0.0003316,NA,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae
Paenibacillus,0.1598,0.1239,0.233,0.1699,0.1262,0.2081,0.1653,0.1477,0.1299,0.1253,0.139,0.1619,0.1909,0.1392,0.1545,0.1952,0.2219,0.1748,0.1738,0.1989,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae
Brevibacillus,0.01251,0.01574,0.0221,0.01263,0.01603,0.01169,0.01091,0.008363,0.009295,0.01239,0.03993,0.0132,0.01496,0.0104,0.01695,0.01974,0.02104,0.01799,0.01758,0.02092,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae
Aneurinibacillus,0.0004812,NA,NA,0.001148,0.0004007,0.0001694,0.0002097,NA,NA,0.0006884,NA,0.0007766,0.001095,0.000671,0.0003767,NA,0.0005259,0.000782,0.0003316,0.0001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Aneurinibacillus&nbsp;group
Staphylococcus,0.06664,0.1324,0.07799,0.08686,0.08774,0.06507,0.02957,0.04232,0.05809,0.115,0.1213,0.06562,0.1098,0.05469,0.05237,0.0705,0.1115,0.09618,0.1555,0.1119,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae
Macrococcus,0.002406,0.005246,0.003043,0.0003826,0.003205,0.003389,0.003146,0.001521,0.001162,0.002065,0.003095,0.002718,0.002554,0.002013,0.003014,0.002256,0.001052,0.005865,0.0009949,0.002868,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae
Planococcus,0.02839,0.03874,0.03779,0.05893,0.01763,0.02271,0.01846,0.01597,0.02045,0.03304,0.04767,0.03417,0.06678,0.03355,0.02976,0.02989,0.03997,0.04184,0.04676,0.04488,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae
Sporosarcina,0.01155,0.01574,0.01505,0.02258,0.007212,0.007117,0.008808,0.009377,0.008133,0.0117,0.02074,0.01165,0.02299,0.01141,0.01846,0.01213,0.01946,0.01994,0.01526,0.01738,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae
Solibacillus,NA,NA,0.0001601,NA,0.001603,0.0001694,NA,NA,0.0004647,NA,NA,0.0003883,0.0007299,0.0003355,0.0003767,0.000282,0.0005259,0.000391,NA,0.0003374,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae
Exiguobacterium,0.02959,0.01655,0.03459,0.02181,0.01162,0.01322,0.0151,0.009884,0.02254,0.0296,0.03993,0.01708,0.02956,0.01443,0.01921,0.02143,0.02261,0.0262,0.0136,0.02514,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis
Gemella,0.007699,0.01695,0.01393,0.007653,0.004407,0.007795,0.006501,0.005322,0.005344,0.01996,0.01517,0.01243,0.01496,0.00973,0.01319,0.01382,0.02051,0.008211,0.01094,0.0108,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XI.&nbsp;Incertae&nbsp;Sedis
Tumebacillus,0.00409,0.002018,0.006566,0.001148,0.01322,0.002033,0.008179,0.005829,0.003021,0.005507,0.001857,0.003495,0.005839,0.005704,0.01469,0.007896,0.008941,0.005474,0.00597,0.003711,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae
Kyrpidia,0.01227,0.00565,0.01906,0.009566,0.004007,0.01051,0.01804,0.01622,0.006506,0.006196,0.007738,0.01281,0.009853,0.01208,0.01808,0.01156,0.02261,0.009384,0.00597,0.01333,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae
Listeria,0.01347,0.02583,0.01121,0.03405,0.008013,0.01169,0.008389,0.006336,0.008133,0.03029,0.02476,0.009707,0.02117,0.007046,0.01356,0.01777,0.01999,0.01994,0.02786,0.02159,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae
Lactobacillus,0.07001,0.1134,0.08135,0.1247,0.05809,0.1115,0.04635,0.0294,0.0969,0.08261,0.1266,0.1083,0.1372,0.1768,0.09644,0.1142,0.1525,0.1544,0.1459,0.1103,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae
Pediococcus,0.002165,0.004036,0.001441,0.001531,0.0004007,0.001017,0.0002097,0.002027,0.001162,0.02341,0.0006191,0.004659,0.005839,0.004362,0.003014,0.00564,0.005785,0.001955,0.002985,0.002531,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae
Streptococcus,0.1059,0.2046,0.1153,0.1454,0.1158,0.08252,0.05096,0.07603,0.1122,0.1287,0.2337,0.1336,0.1839,0.08622,0.1138,0.1469,0.1841,0.1881,0.1665,0.1798,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae
Lactococcus,0.00409,0.005246,0.005285,0.004974,0.001202,0.003389,0.002517,0.002281,0.003718,0.003442,0.004643,0.008154,0.007299,0.005368,0.004521,0.01015,0.01052,0.004692,0.002985,0.004386,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae
Enterococcus,0.02141,0.0222,0.02754,0.03329,0.01322,0.01525,0.01531,0.009123,0.02393,0.02891,0.03529,0.02485,0.03029,0.01979,0.02034,0.01833,0.03524,0.03362,0.02686,0.02362,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae
Tetragenococcus,0.001444,0.001614,0.003683,0.0007653,0.001202,0.001864,0.001049,0.001014,0.005112,0.008261,0.0009286,0.003106,0.003284,0.002349,0.003391,0.002256,0.006311,0.000782,0.002653,0.002531,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae
Vagococcus,0.0004812,0.0008071,0.0003203,0.005739,0.0004007,0.0005083,0.0002097,0.002788,0.0004647,0.002065,0.002476,0.001553,0.00146,0.0003355,NA,NA,0.001052,0.001955,0.002321,0.001181,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae
Carnobacterium,0.00818,0.007264,0.003843,0.001148,0.01202,0.003219,0.00776,0.001014,0.001162,0.003442,0.004024,0.01126,0.007663,0.01476,0.006028,0.005358,0.006311,0.006647,0.004643,0.003711,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae
Jeotgalibaca,0.001925,NA,0.0004804,NA,0.0004007,NA,0.004614,0.0002534,NA,NA,0.0003095,0.003883,0.0007299,0.002684,0.0003767,0.000282,0.001052,NA,NA,0.001012,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae
Leuconostoc,0.01925,0.03027,0.02242,0.04094,0.01763,0.009828,0.008599,0.006843,0.02858,0.03649,0.06129,0.0233,0.0416,0.01174,0.02185,0.01918,0.02682,0.03519,0.04941,0.04201,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae
